1020156,430,543,1021123,440,550,16,7
1022089,342,592,1023023,342,593,14,6
1024023,558,447,1024957,546,453,19,9
1026356,-208,496,1027422,-213,507,1,8
1028389,-213,759,1029490,-222,786,1,2
1030189,51,436,1031357,72,432,7,9
1031989,380,487,1032989,399,504,15,8
1033855,596,729,1034589,477,604,20,3
1035955,-216,633,1037055,-225,634,1,5
1039788,26,855,1041122,-7,866,6,0
1041889,133,680,1042889,134,706,9,4
1051388,80,873,1053022,76,887,8,0
1053755,255,638,1055055,255,666,12,5
1056588,261,785,1057789,262,783,12,2
1059488,556,685,1060755,523,676,19,4
1061920,341,639,1062988,300,614,14,5
1064421,215,732,1065822,176,730,11,3
1067188,1,444,1068422,-4,443,6,9
1069821,134,739,1070889,117,746,9,3
1075921,478,736,1076855,467,732,17,3
1078254,606,543,1079154,593,543,20,7
1080454,-25,721,1081588,-49,745,5,3
1082221,-34,479,1083221,-63,470,5,8
1084487,263,836,1085421,266,852,12,1
1087220,-249,481,1088487,-266,484,0,8
1089054,-211,531,1090421,-212,539,1,7
1090854,-121,519,1092254,-116,545,3,7
1093954,608,439,1095054,547,445,20,9
1098387,-90,783,1099987,-102,791,4,2
1100987,-76,404,1103321,-84,445,4,9
