1102072,468,590,1102872,439,621,17,6
1104006,-26,821,1104973,-56,859,5,1
1106172,-78,437,1107173,-72,464,4,9
1108539,565,496,1109472,560,512,19,8
1114572,525,826,1115572,493,840,18,1
1117039,-86,729,1118173,-101,749,4,3
1119605,483,637,1120539,485,658,17,5
1121872,-194,590,1123005,-218,595,1,6
1124138,-253,683,1125372,-263,704,0,4
1126372,436,443,1127205,452,470,16,9
1128305,346,782,1129172,349,773,14,2
1130305,567,441,1131072,569,455,19,9
1133438,473,735,1134337,455,755,17,3
1135505,177,733,1136339,164,751,10,3
1137471,309,585,1138305,313,619,13,6
1139338,48,628,1140205,46,673,7,5
1141971,315,776,1142739,309,810,13,2
1143838,228,685,1144771,232,711,11,4
1145804,301,682,1146737,307,707,13,4
1147904,394,731,1148738,396,750,15,3
